Country,ISO-3,Name in Original Language,Name in English Language,Acronym,Establishment Year,Official Mandate,Levels of Ownership,Size Category,Financial Year,Total Assets(Million USD),Total Equity(Million USD),Total Liabilities(Million USD),Website Link,Products Link
Uruguay,URY,Agencia Nacional de Desarrollo,National Development Agency,ANDE,2016,MSME,NATIONAL,Micro,2018,12,7,5,https://www.ande.org.uy/,https://www.ande.org.uy/financiamiento.html
Guatemala,GTM,Crédito Hipotecario Nacional,National Mortgage Credit,BANCOCHN,1929,HOUS,NATIONAL,Small,2018,494,17,477,https://www.chn.com.gt/,https://www.chn.com.gt/miprimeracasa/
Dominican Republic,DOM,Banco Agrícola de la República Dominicana,Agricultural Bank of the Dominican Republic,BAGRICOLA,1945,AGRI,NATIONAL,Small,2018,475,208,267,https://bancoagricola.gob.do/,https://bancoagricola.gob.do/productos/
Dominican Republic,DOM,Banco Nacional de las Exportaciones,National Export Bank,BANDEX,1962,EXIM,NATIONAL,Small,2018,162,75,88,https://www.bandex.com.do/,https://www.bandex.com.do/nuestros-productos/
Honduras,HND,Banco Hondureño para la producción y la Vivienda,Honduran Bank for production and Housing,BANHPROVI,2005,FLEX,NATIONAL,Small,2018,429,338,91,https://banhprovi.gob.hn/BANHPROVI/inicio.html,
Honduras,HND,Banco Nacional de Desarrollo Agrícola,National Bank for Agricultural Development,BANADESA,1950,AGRI,NATIONAL,Small,2018,,,,https://banadesa.hn/,
Jamaica,JAM,Development Bank of Jamaica,Development Bank of Jamaica,DBJ,2000,FLEX,NATIONAL,Micro,2018,JMD,0.007849796,251,https://dbankjm.com/,Development Bank of Jamaica
Jamaica,JAM,National Import – Export Bank of Jamaica,National Import – Export Bank of Jamaica,EXIM Bank Jamaica,1986,EXIM,NATIONAL,Micro,2018,JMD,0.008082768,64,https://www.tradefinanceglobal.com/export-finance/export-credit-agencies-eca/national-export-import-bank-of-jamaica-jamaica-eca/,National Import – Export Bank of Jamaica
Belize,BLZ,Development Finance Corporation,Development Finance Corporation,DFC,1963,FLEX,NATIONAL,Micro,2018,56,15,41,https://www.dfcbelize.org/,https://www.dfcbelize.org/loans/sectors-dfc-finances/
Belize,BLZ,Belize Marketing and Development Corporation,Belize Marketing and Development Corporation,MBDC,2003,AGRI,NATIONAL,NI,2018,,,,http://bmdc.bz/,
Grenada,GRD,Grenada Development Bank,Grenada Development Bank,GDB,1965,FLEX,NATIONAL,Micro,2018,28,9,19,https://grenadadevelopmentbank.com/background.html,https://grenadadevelopmentbank.com/assets/files/2021-GDBAnnualReport.pdf
Venezuela,VEN,Banco de Comercio Exterior,Foreign Trade Bank,BANCOEX,1996,EXIM,NATIONAL,Small,2018,42,3,39,http://bancoex.gob.ve/,
Venezuela,VEN,Banco de Desarrollo Económico y Social de Venezuela,Bank of Economic and Social Development of Venezuela,BANDES,2001,FLEX,NATIONAL,Small,2018,,,,http://www.bandes.gov.ve/,
Costa Rica,CRI,Fundecooperación para el Desarrollo Sostenible,Foundation for Sustainable Development,Fundecooperación,1994,MSME,NATIONAL,Small,2018,9,,,https://fundecooperacion.org/en/,https://fundecooperacion.org/conozca-los-proyectos-2/
Antigua and Barbuda,ATG,Antigua and Barbuda Development Bank,Antigua and Barbuda Development Bank,ABDB,1971,FLEX,NATIONAL,NI,2018,,,,https://www.abdbank.com/overview.html,https://www.abdbank.com/projects.html
Saint Kitts and Nevis,KNA,Development Bank of St. Kitts and Nevis,Development Bank of St. Kitts and Nevis,DBSK-N,1981,FLEX,NATIONAL,NI,2018,,,,https://skndb.com/?ref=footer,https://skndb.com/investment/
